epoch,train_loss,train_va,train_expr,ccc_v,ccc_a,ccc_mean,rmse_v,rmse_a,mae_v,mae_a
24,0.5780378159205152,0.5780378159205152,0.0,0.7467384934425354,0.21529251337051392,0.48101550340652466,0.46916133165359497,0.36135706305503845,0.3197993040084839,0.2953859269618988
25,0.5555222255781899,0.5555222255781899,0.0,0.7402549386024475,0.20258581638336182,0.47142037749290466,0.470963716506958,0.36729198694229126,0.3168012797832489,0.29649466276168823
26,0.5496164239644198,0.5496164239644198,0.0,0.7423160672187805,0.21331331133842468,0.4778146892786026,0.4742649495601654,0.36772093176841736,0.3203326463699341,0.29981788992881775
27,0.5220626761809984,0.5220626761809984,0.0,0.7407938241958618,0.20026031136512756,0.4705270677804947,0.4728553891181946,0.37327536940574646,0.32223764061927795,0.30329111218452454
28,0.5125658398816112,0.5125658398816112,0.0,0.7369985580444336,0.19911247491836548,0.46805551648139954,0.48026764392852783,0.3700045049190521,0.32893356680870056,0.301519513130188
29,0.4935951646511757,0.4935951646511757,0.0,0.7392478585243225,0.1761227399110794,0.45768529921770096,0.47806936502456665,0.3678172528743744,0.3221782445907593,0.2967057228088379
30,0.4732028284281491,0.4732028284281491,0.0,0.7337642312049866,0.1854722499847412,0.4596182405948639,0.4825397729873657,0.3712462782859802,0.32707205414772034,0.2999287247657776
31,0.4650019085730349,0.4650019085730349,0.0,0.7347910404205322,0.18087825179100037,0.4578346461057663,0.46712344884872437,0.3715294897556305,0.3188398778438568,0.29944732785224915
32,0.44693242239107456,0.44693242239107456,0.0,0.734981119632721,0.18347519636154175,0.45922815799713135,0.478240966796875,0.3671489357948303,0.31770268082618713,0.29691073298454285
33,0.4398769362067194,0.4398769362067194,0.0,0.7312846183776855,0.1849939078092575,0.4581392630934715,0.4790334403514862,0.37155723571777344,0.32141175866127014,0.3000825345516205
34,0.42056933449562756,0.42056933449562756,0.0,0.7338848114013672,0.1727934032678604,0.4533391073346138,0.4822937250137329,0.37531399726867676,0.3240341544151306,0.3031744956970215
35,0.40797812649209375,0.40797812649209375,0.0,0.7278754115104675,0.17552481591701508,0.4517001137137413,0.48318520188331604,0.3752707242965698,0.3254905641078949,0.30181631445884705
36,0.3946913044366964,0.3946913044366964,0.0,0.7267617583274841,0.1728580743074417,0.4498099163174629,0.4782871901988983,0.3748079240322113,0.319388210773468,0.3024090528488159
37,0.38228778151873466,0.38228778151873466,0.0,0.7259060144424438,0.1693030148744583,0.4476045146584511,0.4799519181251526,0.3817330598831177,0.31907930970191956,0.3064959943294525
38,0.3703024760156084,0.3703024760156084,0.0,0.7255457043647766,0.15241283178329468,0.43897926807403564,0.48745205998420715,0.3716438412666321,0.3232070207595825,0.29809051752090454
39,0.35702983233408137,0.35702983233408137,0.0,0.7225830554962158,0.1643322855234146,0.4434576705098152,0.482171893119812,0.3725568354129791,0.31914010643959045,0.29792338609695435
40,0.3512530565875778,0.3512530565875778,0.0,0.7222295999526978,0.1655498594045639,0.44388972967863083,0.48170024156570435,0.3738170266151428,0.31980037689208984,0.30019381642341614
41,0.3369593452800792,0.3369593452800792,0.0,0.7202386856079102,0.160568967461586,0.4404038265347481,0.47919484972953796,0.3668852150440216,0.3175770938396454,0.29324644804000854
42,0.33063528683234816,0.33063528683234816,0.0,0.7173689603805542,0.167879119515419,0.4426240399479866,0.490671306848526,0.37758487462997437,0.32119911909103394,0.30225419998168945
43,0.31823631238473515,0.31823631238473515,0.0,0.7165817022323608,0.15976619720458984,0.43817394971847534,0.4990790784358978,0.3788609504699707,0.32706478238105774,0.30346807837486267
44,0.30606576917087513,0.30606576917087513,0.0,0.7206873297691345,0.1700405776500702,0.44536395370960236,0.4942513704299927,0.37256544828414917,0.31960371136665344,0.2993353307247162
45,0.2970281683374802,0.2970281683374802,0.0,0.7156196236610413,0.1544068455696106,0.4350132346153259,0.49266284704208374,0.3722626864910126,0.3271101117134094,0.29646041989326477
46,0.2958145981641638,0.2958145981641638,0.0,0.7140522599220276,0.14893434941768646,0.431493304669857,0.4933103024959564,0.3728655278682709,0.3208986520767212,0.29767274856567383
47,0.2829872383905401,0.2829872383905401,0.0,0.710263192653656,0.14358878135681152,0.42692598700523376,0.4922243654727936,0.3703870177268982,0.322104811668396,0.2948702573776245
48,0.2751952361280412,0.2751952361280412,0.0,0.7074061632156372,0.14767545461654663,0.4275408089160919,0.4942154288291931,0.3717765212059021,0.32083138823509216,0.29676133394241333
49,0.2683120191218187,0.2683120191218187,0.0,0.7108420133590698,0.15522725880146027,0.43303463608026505,0.4979521930217743,0.37255385518074036,0.320776104927063,0.2972821593284607
50,0.2624332883730953,0.2624332883730953,0.0,0.709389865398407,0.145355224609375,0.427372545003891,0.4983450770378113,0.3738735020160675,0.32421332597732544,0.2973673343658447
